CMDLINE /home/users/astar/gis/rahmancr/.conda/envs/biopython/bin/python memory_run.py /scratch/users/astar/gis/rahmancr/SEGMENTATION/GC_bias/Griffin/lpWGS/ /scratch/users/astar/gis/rahmancr/SEGMENTATION/GC_bias/Griffin/out/
MEM 2.800781 1720368438.7494
MEM 18.265625 1720368438.8496
MEM 18.265625 1720368438.9497
MEM 18.265625 1720368439.0499
MEM 18.265625 1720368439.1501
MEM 18.265625 1720368439.2502
MEM 18.265625 1720368439.3504
MEM 18.265625 1720368439.4505
MEM 18.265625 1720368439.5508
MEM 18.265625 1720368439.6511
MEM 18.265625 1720368439.7512
MEM 18.265625 1720368439.8514
MEM 18.265625 1720368439.9515
MEM 18.265625 1720368440.0517
MEM 18.265625 1720368440.1518
MEM 18.265625 1720368440.2524
MEM 18.265625 1720368440.3526
MEM 18.265625 1720368440.4527
MEM 18.265625 1720368440.5529
MEM 18.265625 1720368440.6531
MEM 18.265625 1720368440.7532
MEM 18.265625 1720368440.8533
MEM 18.265625 1720368440.9535
MEM 18.265625 1720368441.0536
MEM 18.265625 1720368441.1538
MEM 18.265625 1720368441.2539
MEM 18.265625 1720368441.3541
MEM 18.265625 1720368441.4543
MEM 18.265625 1720368441.5544
MEM 18.265625 1720368441.6545
MEM 18.265625 1720368441.7546
MEM 18.265625 1720368441.8548
MEM 18.265625 1720368441.9549
MEM 18.265625 1720368442.0551
MEM 18.265625 1720368442.1553
MEM 18.265625 1720368442.2554
MEM 18.265625 1720368442.3556
MEM 18.265625 1720368442.4557
MEM 18.265625 1720368442.5559
MEM 18.265625 1720368442.6561
MEM 18.265625 1720368442.7562
MEM 18.265625 1720368442.8563
MEM 18.265625 1720368442.9565
MEM 18.265625 1720368443.0567
MEM 18.265625 1720368443.1568
MEM 18.265625 1720368443.2570
MEM 18.265625 1720368443.3571
MEM 18.265625 1720368443.4573
MEM 18.265625 1720368443.5575
MEM 18.265625 1720368443.6577
MEM 18.265625 1720368443.7578
MEM 18.265625 1720368443.8581
MEM 18.265625 1720368443.9582
MEM 18.265625 1720368444.0584
MEM 18.265625 1720368444.1585
MEM 18.265625 1720368444.2587
MEM 18.265625 1720368444.3588
MEM 18.265625 1720368444.4590
MEM 18.265625 1720368444.5591
MEM 18.265625 1720368444.6593
MEM 18.265625 1720368444.7594
MEM 18.265625 1720368444.8596
MEM 18.265625 1720368444.9597
MEM 18.265625 1720368445.0598
MEM 18.265625 1720368445.1600
MEM 18.265625 1720368445.2601
MEM 18.265625 1720368445.3603
MEM 18.265625 1720368445.4604
MEM 18.265625 1720368445.5606
MEM 18.265625 1720368445.6608
MEM 18.265625 1720368445.7609
MEM 18.265625 1720368445.8611
MEM 18.265625 1720368445.9612
MEM 18.265625 1720368446.0614
MEM 18.265625 1720368446.1615
MEM 18.265625 1720368446.2617
MEM 18.265625 1720368446.3619
MEM 18.265625 1720368446.4621
MEM 18.265625 1720368446.5623
MEM 18.265625 1720368446.6625
MEM 18.265625 1720368446.7626
MEM 18.265625 1720368446.8628
MEM 18.265625 1720368446.9629
MEM 18.265625 1720368447.0631
MEM 18.265625 1720368447.1632
MEM 18.265625 1720368447.2634
MEM 18.265625 1720368447.3635
MEM 18.265625 1720368447.4637
MEM 18.265625 1720368447.5638
MEM 18.265625 1720368447.6640
MEM 18.265625 1720368447.7641
MEM 18.265625 1720368447.8643
MEM 18.265625 1720368447.9644
MEM 18.265625 1720368448.0646
MEM 18.265625 1720368448.1647
MEM 18.265625 1720368448.2649
MEM 18.265625 1720368448.3650
MEM 18.265625 1720368448.4652
MEM 18.265625 1720368448.5653
MEM 18.265625 1720368448.6655
MEM 18.265625 1720368448.7657
MEM 18.265625 1720368448.8658
MEM 18.265625 1720368448.9660
MEM 18.265625 1720368449.0661
MEM 18.265625 1720368449.1663
MEM 18.265625 1720368449.2664
MEM 18.265625 1720368449.3666
MEM 18.265625 1720368449.4668
MEM 18.265625 1720368449.5669
MEM 18.265625 1720368449.6671
MEM 18.265625 1720368449.7672
MEM 18.265625 1720368449.8674
MEM 18.265625 1720368449.9675
MEM 18.265625 1720368450.0677
MEM 18.265625 1720368450.1678
MEM 18.265625 1720368450.2679
MEM 18.265625 1720368450.3681
MEM 18.265625 1720368450.4682
MEM 18.265625 1720368450.5684
MEM 18.265625 1720368450.6686
MEM 18.265625 1720368450.7687
MEM 18.265625 1720368450.8689
MEM 18.265625 1720368450.9690
MEM 18.265625 1720368451.0692
MEM 18.265625 1720368451.1693
MEM 18.265625 1720368451.2695
MEM 18.265625 1720368451.3696
MEM 18.265625 1720368451.4698
MEM 18.265625 1720368451.5699
MEM 18.265625 1720368451.6701
MEM 18.265625 1720368451.7702
MEM 18.265625 1720368451.8704
MEM 18.265625 1720368451.9705
MEM 18.265625 1720368452.0707
MEM 18.265625 1720368452.1708
MEM 18.265625 1720368452.2710
MEM 18.265625 1720368452.3711
MEM 18.265625 1720368452.4713
MEM 18.265625 1720368452.5714
MEM 18.265625 1720368452.6716
MEM 18.265625 1720368452.7717
MEM 18.265625 1720368452.8719
MEM 18.265625 1720368452.9720
MEM 18.265625 1720368453.0721
MEM 18.265625 1720368453.1723
MEM 18.265625 1720368453.2724
MEM 18.265625 1720368453.3726
MEM 18.265625 1720368453.4728
MEM 18.265625 1720368453.5729
MEM 18.265625 1720368453.6731
MEM 18.265625 1720368453.7732
MEM 18.265625 1720368453.8733
MEM 18.265625 1720368453.9735
MEM 18.265625 1720368454.0761
MEM 18.265625 1720368454.1763
MEM 18.265625 1720368454.2764
MEM 18.265625 1720368454.3765
MEM 18.265625 1720368454.4767
MEM 18.265625 1720368454.5768
MEM 18.265625 1720368454.6770
MEM 18.265625 1720368454.7771
MEM 18.265625 1720368454.8773
MEM 18.265625 1720368454.9774
MEM 18.265625 1720368455.0776
MEM 18.265625 1720368455.1777
MEM 18.265625 1720368455.2778
MEM 18.265625 1720368455.3780
MEM 18.265625 1720368455.4781
MEM 18.265625 1720368455.5783
MEM 18.265625 1720368455.6784
MEM 18.265625 1720368455.7786
MEM 18.265625 1720368455.8787
MEM 18.265625 1720368455.9789
MEM 18.265625 1720368456.0790
MEM 18.265625 1720368456.1792
MEM 18.265625 1720368456.2794
MEM 18.265625 1720368456.3795
MEM 18.265625 1720368456.4797
MEM 18.265625 1720368456.5798
MEM 18.265625 1720368456.6800
MEM 18.265625 1720368456.7801
MEM 18.265625 1720368456.8803
MEM 18.265625 1720368456.9804
MEM 18.265625 1720368457.0806
MEM 18.265625 1720368457.1807
MEM 18.265625 1720368457.2809
MEM 18.265625 1720368457.3810
MEM 18.265625 1720368457.4812
MEM 18.265625 1720368457.5813
MEM 18.265625 1720368457.6815
MEM 18.265625 1720368457.7816
MEM 18.265625 1720368457.8818
MEM 18.265625 1720368457.9819
MEM 18.265625 1720368458.0821
MEM 18.265625 1720368458.1822
MEM 18.265625 1720368458.2824
MEM 18.265625 1720368458.3825
MEM 18.265625 1720368458.4827
MEM 18.265625 1720368458.5828
MEM 18.265625 1720368458.6829
MEM 18.265625 1720368458.7831
MEM 18.265625 1720368458.8832
MEM 18.265625 1720368458.9834
MEM 18.265625 1720368459.0835
MEM 18.265625 1720368459.1837
MEM 18.265625 1720368459.2838
MEM 18.265625 1720368459.3839
MEM 18.265625 1720368459.4841
MEM 18.265625 1720368459.5842
MEM 18.265625 1720368459.6844
MEM 18.265625 1720368459.7845
MEM 18.265625 1720368459.8847
MEM 18.265625 1720368459.9848
MEM 18.265625 1720368460.0850
MEM 18.265625 1720368460.1851
MEM 18.265625 1720368460.2852
MEM 18.265625 1720368460.3854
MEM 18.265625 1720368460.4855
MEM 18.265625 1720368460.5857
